EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,AttritionFlag,AgeGroup,TenureBand,IncomeBand,SatisfactionIndex
11466,46,Female,Married,Sales,Manager,4,2,Technical Degree,4,Travel_Rarely,13922,15,1,No,24,22,19,13,20,3,0,3,4,1,4,3,3,No,0,46-55,10+ yrs,12K+,2.75
11299,44,Female,Married,Research & Development,Research Scientist,1,4,Life Sciences,1,Travel_Rarely,6526,15,0,No,24,4,4,3,3,6,4,3,3,4,4,2,3,No,0,36-45,4-6 yrs,5K-8K,3.25
11122,30,Female,Married,Human Resources,HR Business Partner,1,3,Human Resources,4,Travel_Rarely,4671,11,0,No,8,0,0,0,0,1,0,3,3,2,4,3,2,No,0,26-35,0-1 yrs,3K-5K,2.75
10129,49,Male,Single,Research & Development,Research Director,1,3,Life Sciences,3,Travel_Rarely,6123,19,0,No,26,8,5,4,5,4,4,3,2,2,2,3,3,No,0,46-55,7-10 yrs,5K-8K,2.5
10999,34,Male,Married,Sales,Sales Representative,4,5,Life Sciences,5,Travel_Rarely,12713,14,1,Yes,14,13,12,3,10,3,5,4,4,1,2,2,2,No,0,26-35,10+ yrs,12K+,1.75
11488,29,Female,Married,Sales,Sales Representative,1,5,Marketing,5,Travel_Frequently,4426,11,0,Yes,9,6,6,4,5,8,4,3,2,1,3,3,4,Yes,1,26-35,4-6 yrs,3K-5K,2.75
10545,45,Male,Married,Research & Development,Research Scientist,3,3,Medical,3,Travel_Rarely,8378,11,1,Yes,22,19,16,10,16,0,1,3,2,3,4,1,3,No,0,36-45,10+ yrs,8K-12K,2.75
10380,47,Female,Married,Research & Development,Manufacturing Director,2,3,Technical Degree,4,Travel_Frequently,10532,13,0,No,28,14,13,9,12,4,5,4,3,3,4,1,2,No,0,46-55,10+ yrs,8K-12K,2.5
10204,45,Female,Single,Research & Development,Manager,1,4,Medical,2,Travel_Rarely,4465,12,0,No,23,18,18,7,17,4,0,4,4,3,4,4,2,No,0,36-45,10+ yrs,3K-5K,3.25
10344,35,Male,Divorced,Research & Development,Research Director,1,3,Technical Degree,1,Travel_Rarely,8378,11,1,No,16,7,6,6,7,2,6,3,4,3,1,2,4,No,0,26-35,7-10 yrs,8K-12K,2.5
11432,22,Male,Married,Research & Development,Laboratory Technician,3,2,Marketing,11,Travel_Rarely,8814,13,0,No,2,0,0,0,0,4,1,3,1,3,4,3,3,No,0,18-25,0-1 yrs,8K-12K,3.25
11552,29,Female,Married,Sales,Sales Executive,2,4,Medical,2,Non-Travel,6163,19,0,No,5,2,0,1,0,5,2,3,2,3,1,2,3,Yes,1,26-35,2-3 yrs,5K-8K,2.25
10519,29,Male,Married,Sales,Sales Executive,1,4,Life Sciences,8,Travel_Rarely,5116,11,0,No,8,3,2,0,0,7,2,4,3,3,2,1,1,Yes,1,26-35,2-3 yrs,5K-8K,1.75
11483,54,Male,Single,Sales,Sales Representative,1,3,Life Sciences,3,Travel_Frequently,5802,12,1,No,34,28,28,2,28,6,6,3,4,1,4,3,3,No,0,46-55,10+ yrs,5K-8K,2.75
10489,33,Female,Married,Research & Development,Manager,3,4,Technical Degree,6,Travel_Rarely,11861,16,0,Yes,13,10,9,4,8,3,5,3,3,4,4,3,3,No,0,26-35,7-10 yrs,8K-12K,3.5
11262,44,Female,Married,Research & Development,Manager,1,3,Medical,9,Non-Travel,5823,11,1,No,26,6,5,2,5,4,1,3,3,1,4,3,4,No,0,36-45,4-6 yrs,5K-8K,3.0
11646,25,Female,Single,Sales,Sales Representative,1,4,Marketing,1,Travel_Rarely,4080,13,2,No,7,5,3,4,3,1,2,3,2,4,4,4,4,No,0,18-25,4-6 yrs,3K-5K,4.0
10918,40,Female,Married,Sales,Sales Executive,4,2,Marketing,5,Travel_Frequently,13332,14,1,No,19,2,0,0,2,7,5,4,3,3,4,2,4,No,0,36-45,2-3 yrs,12K+,3.25
10233,29,Female,Married,Research & Development,Research Director,5,1,Medical,3,Travel_Rarely,14239,11,0,No,7,4,4,0,4,6,3,3,3,1,4,3,1,Yes,1,26-35,4-6 yrs,12K+,2.25
10795,39,Female,Single,Human Resources,Human Resources,1,4,Other,4,Travel_Rarely,5245,16,0,No,18,15,12,10,12,9,5,3,1,4,3,1,2,No,0,36-45,10+ yrs,5K-8K,2.5
11565,49,Female,Single,Research & Development,Manager,2,3,Life Sciences,20,Travel_Rarely,10051,14,0,No,27,2,1,0,1,1,0,3,2,4,2,3,3,No,0,46-55,2-3 yrs,8K-12K,3.0
11123,27,Female,Single,Research & Development,Laboratory Technician,1,3,Life Sciences,9,Travel_Frequently,5293,15,0,No,6,3,1,1,0,1,5,3,4,3,2,3,4,No,0,26-35,2-3 yrs,5K-8K,3.0
10515,43,Female,Married,Research & Development,Manager,4,5,Life Sciences,23,Travel_Rarely,13634,11,1,Yes,24,8,8,6,5,8,1,3,3,2,2,3,3,Yes,1,36-45,7-10 yrs,12K+,2.5
10512,18,Male,Divorced,Sales,Manager,4,4,Medical,1,Non-Travel,11615,17,0,No,0,0,0,0,0,5,2,3,2,2,3,3,1,No,0,18-25,0-1 yrs,8K-12K,2.25
10113,42,Male,Married,Sales,Manager,2,3,Human Resources,2,Travel_Rarely,8220,16,1,No,23,11,9,2,11,8,2,4,2,4,4,3,3,No,0,36-45,10+ yrs,8K-12K,3.5
11599,55,Female,Married,Research & Development,Research Director,1,3,Life Sciences,3,Non-Travel,7359,11,1,No,32,3,2,3,0,3,0,4,2,2,1,3,1,No,0,46-55,2-3 yrs,5K-8K,1.75
10218,31,Female,Married,Research & Development,Manufacturing Director,1,4,Technical Degree,7,Travel_Frequently,5895,16,0,No,9,8,6,6,5,2,3,3,2,3,4,4,1,No,0,26-35,7-10 yrs,5K-8K,3.0
10500,29,Female,Single,Research & Development,Healthcare Representative,1,3,Medical,1,Travel_Rarely,4340,11,2,No,7,3,0,2,2,7,0,3,3,4,4,3,2,No,0,26-35,2-3 yrs,3K-5K,3.25
11638,18,Male,Married,Research & Development,Laboratory Technician,2,4,Technical Degree,1,Travel_Frequently,6246,17,1,Yes,0,0,0,0,0,7,2,3,4,4,4,3,1,Yes,1,18-25,0-1 yrs,5K-8K,3.0
10935,28,Female,Married,Sales,Manager,1,2,Medical,7,Travel_Frequently,4626,12,0,No,8,6,3,1,4,9,4,3,2,3,1,3,1,No,0,26-35,4-6 yrs,3K-5K,2.0
10226,23,Female,Single,Research & Development,Manager,1,4,Medical,26,Travel_Rarely,4547,11,1,No,5,3,2,2,0,3,4,3,2,1,3,3,4,Yes,1,18-25,2-3 yrs,3K-5K,2.75
11043,21,Male,Married,Research & Development,Healthcare Representative,1,3,Marketing,10,Travel_Frequently,4172,15,2,No,3,1,0,0,0,6,6,4,3,1,4,3,4,No,0,18-25,0-1 yrs,3K-5K,3.0
11193,36,Male,Single,Research & Development,Research Director,3,3,Life Sciences,28,Travel_Rarely,9546,20,0,No,9,1,0,0,1,4,1,3,3,4,3,2,3,Yes,1,36-45,0-1 yrs,8K-12K,3.0
11431,35,Male,Married,Research & Development,Research Scientist,3,5,Life Sciences,1,Travel_Frequently,10403,18,0,Yes,14,14,11,2,12,8,5,3,2,4,3,2,1,No,0,26-35,10+ yrs,8K-12K,2.5
11547,18,Male,Divorced,Sales,Manager,1,3,Life Sciences,3,Travel_Rarely,4508,21,1,Yes,0,0,0,0,0,5,1,3,3,3,2,1,4,No,0,18-25,0-1 yrs,3K-5K,2.5
10398,29,Male,Single,Research & Development,Manager,2,3,Marketing,7,Travel_Rarely,8283,12,1,No,9,6,6,5,5,4,5,3,3,2,3,3,2,No,0,26-35,4-6 yrs,8K-12K,2.5
10541,23,Male,Married,Sales,Sales Executive,2,3,Life Sciences,1,Travel_Rarely,6242,15,1,No,4,4,4,1,2,5,0,3,3,4,3,3,2,No,0,18-25,4-6 yrs,5K-8K,3.0
10329,40,Male,Married,Research & Development,Healthcare Representative,1,3,Technical Degree,2,Travel_Rarely,8378,11,1,No,17,0,0,0,0,2,5,4,1,2,4,3,1,No,0,36-45,0-1 yrs,8K-12K,2.5
10796,41,Female,Married,Research & Development,Research Director,3,4,Medical,6,Travel_Rarely,12273,19,1,No,22,20,17,7,19,4,0,4,3,3,3,1,3,No,0,36-45,10+ yrs,12K+,2.5
10849,44,Male,Married,Research & Development,Healthcare Representative,1,3,Other,2,Travel_Rarely,6086,15,0,No,24,2,2,1,0,5,4,3,3,3,4,3,4,No,0,36-45,2-3 yrs,5K-8K,3.5
11611,27,Female,Single,Sales,Sales Representative,1,3,Technical Degree,4,Travel_Rarely,5686,18,2,No,4,3,3,0,2,2,0,3,3,3,3,3,2,No,0,26-35,2-3 yrs,5K-8K,2.75
11486,42,Female,Married,Sales,Manager,2,3,Medical,22,Travel_Rarely,8816,18,1,No,20,2,2,1,1,0,2,3,2,2,3,3,1,Yes,1,36-45,2-3 yrs,8K-12K,2.25
10094,44,Female,Single,Sales,Manager,1,4,Medical,4,Travel_Frequently,7159,15,2,Yes,24,14,13,10,13,0,2,3,3,1,4,4,2,No,0,36-45,10+ yrs,5K-8K,2.75
10214,31,Female,Married,Research & Development,Research Scientist,2,3,Technical Degree,19,Travel_Rarely,8133,11,1,Yes,13,2,2,1,0,0,1,3,3,3,3,4,4,No,0,26-35,2-3 yrs,8K-12K,3.5
10771,37,Male,Single,Research & Development,Healthcare Representative,2,2,Marketing,7,Travel_Rarely,8380,11,0,Yes,15,13,11,10,12,9,2,3,2,2,4,3,2,Yes,1,36-45,10+ yrs,8K-12K,2.75
10338,27,Female,Married,Human Resources,Human Resources,1,3,Technical Degree,8,Travel_Rarely,3981,17,1,No,5,1,1,1,0,2,0,3,2,3,2,2,2,No,0,26-35,0-1 yrs,3K-5K,2.25
10804,26,Male,Married,Research & Development,Laboratory Technician,3,3,Marketing,2,Travel_Rarely,9225,13,0,No,5,4,2,0,2,6,2,3,4,4,3,3,2,No,0,26-35,4-6 yrs,8K-12K,3.0
10213,34,Female,Single,Research & Development,Laboratory Technician,1,2,Life Sciences,7,Travel_Rarely,6250,15,0,No,12,8,6,1,8,9,1,3,3,2,1,3,2,Yes,1,26-35,7-10 yrs,5K-8K,2.0
10619,41,Male,Divorced,Sales,Sales Representative,1,5,Marketing,10,Travel_Rarely,7296,21,0,No,19,3,3,0,2,0,5,3,4,3,4,3,4,No,0,36-45,2-3 yrs,5K-8K,3.5
11140,43,Female,Single,Research & Development,Research Director,2,4,Medical,24,Travel_Rarely,9953,16,1,Yes,21,20,19,12,19,2,1,3,2,1,2,3,3,No,0,36-45,10+ yrs,8K-12K,2.25
11183,43,Female,Married,Human Resources,HR Business Partner,3,4,Life Sciences,1,Travel_Rarely,10614,14,0,No,24,23,22,0,21,7,3,4,3,1,3,2,4,Yes,1,36-45,10+ yrs,8K-12K,2.5
11169,48,Female,Married,Sales,Sales Executive,3,2,Life Sciences,16,Travel_Rarely,11394,16,0,No,26,11,9,2,11,7,3,3,3,3,1,3,4,Yes,1,46-55,10+ yrs,8K-12K,2.75
11137,57,Female,Married,Research & Development,Research Scientist,3,5,Life Sciences,1,Travel_Rarely,13387,16,1,No,38,2,0,0,1,7,1,3,4,4,2,3,3,No,0,56-65,2-3 yrs,12K+,3.0
10037,39,Male,Divorced,Research & Development,Research Director,1,2,Life Sciences,7,Travel_Rarely,5245,19,0,No,15,5,4,5,3,6,6,3,3,3,1,4,4,Yes,1,36-45,4-6 yrs,5K-8K,3.0
10106,24,Male,Married,Research & Development,Laboratory Technician,2,4,Medical,1,Travel_Frequently,6073,19,0,Yes,1,1,1,1,0,5,1,3,4,3,2,2,2,Yes,1,18-25,0-1 yrs,5K-8K,2.25
10363,42,Male,Divorced,Research & Development,Manager,2,2,Other,4,Travel_Frequently,8660,12,1,No,21,17,15,4,14,5,2,3,2,3,2,4,3,No,0,36-45,10+ yrs,8K-12K,3.0
10851,38,Female,Married,Research & Development,Healthcare Representative,2,3,Technical Degree,3,Travel_Rarely,7036,13,2,No,19,10,9,0,7,6,0,3,3,3,4,4,1,No,0,36-45,7-10 yrs,5K-8K,3.0
10757,33,Female,Married,Research & Development,Laboratory Technician,1,4,Life Sciences,1,Travel_Rarely,5089,11,0,No,14,6,5,3,6,2,6,3,3,1,4,2,4,No,0,26-35,4-6 yrs,5K-8K,2.75
10759,24,Female,Divorced,Research & Development,Manager,4,2,Medical,11,Travel_Rarely,10589,13,0,No,2,0,0,0,0,4,0,3,2,3,4,1,3,No,0,18-25,0-1 yrs,8K-12K,2.75
10366,32,Female,Single,Human Resources,Human Resources,2,3,Marketing,8,Travel_Rarely,7655,11,0,No,12,6,5,0,4,8,4,3,3,1,4,3,1,No,0,26-35,4-6 yrs,5K-8K,2.25
10857,51,Female,Single,Research & Development,Manager,2,2,Medical,1,Travel_Rarely,8708,11,0,Yes,27,19,17,13,19,2,5,3,3,2,1,3,4,No,0,46-55,10+ yrs,8K-12K,2.5
11409,18,Female,Married,Sales,Sales Representative,1,5,Other,3,Travel_Rarely,5205,18,0,No,0,0,0,0,0,8,2,3,1,2,4,2,2,No,0,18-25,0-1 yrs,5K-8K,2.5
10566,30,Male,Divorced,Human Resources,HR Business Partner,2,5,Medical,5,Travel_Rarely,7310,16,0,No,8,2,1,0,2,4,6,4,4,3,4,3,3,No,0,26-35,2-3 yrs,5K-8K,3.25
10250,34,Female,Married,Research & Development,Manufacturing Director,2,1,Technical Degree,12,Travel_Rarely,7947,12,1,No,15,14,13,7,12,5,0,3,3,4,1,2,3,Yes,1,26-35,10+ yrs,5K-8K,2.5
10477,43,Male,Divorced,Human Resources,Manager,2,1,Marketing,1,Travel_Frequently,9502,17,0,No,24,5,2,2,3,5,1,3,3,3,3,1,1,Yes,1,36-45,4-6 yrs,8K-12K,2.0
11621,46,Female,Divorced,Sales,Sales Representative,1,4,Medical,12,Travel_Rarely,8603,11,1,No,25,14,12,4,11,8,1,4,3,3,2,3,4,Yes,1,46-55,10+ yrs,8K-12K,3.0
11189,43,Male,Married,Sales,Manager,1,4,Human Resources,1,Travel_Rarely,7836,11,1,Yes,20,5,5,1,4,3,3,3,3,3,1,3,2,No,0,36-45,4-6 yrs,5K-8K,2.25
10782,34,Male,Single,Research & Development,Manufacturing Director,3,5,Medical,8,Travel_Rarely,9406,11,0,No,14,3,3,2,0,6,2,3,4,4,1,2,2,No,0,26-35,2-3 yrs,8K-12K,2.25
10455,18,Female,Single,Human Resources,Human Resources,1,3,Life Sciences,9,Travel_Rarely,3974,19,1,No,0,0,0,0,0,7,6,3,3,1,3,3,4,No,0,18-25,0-1 yrs,3K-5K,2.75
11512,47,Female,Married,Sales,Sales Representative,2,2,Life Sciences,16,Travel_Rarely,9869,18,2,No,25,15,14,0,13,0,4,3,4,1,2,3,4,No,0,46-55,10+ yrs,8K-12K,2.5
11201,33,Male,Married,Research & Development,Research Scientist,5,1,Life Sciences,23,Travel_Rarely,14776,16,1,No,14,14,11,11,14,2,4,3,4,2,2,3,3,No,0,26-35,10+ yrs,12K+,2.5
11108,49,Female,Married,Human Resources,Human Resources,3,3,Medical,1,Travel_Rarely,11577,13,0,No,27,6,6,4,6,1,3,3,2,1,3,2,4,No,0,46-55,4-6 yrs,8K-12K,2.5
10231,38,Male,Married,Research & Development,Laboratory Technician,1,2,Medical,7,Travel_Rarely,7365,18,0,Yes,15,3,1,3,0,2,0,3,1,4,1,3,2,No,0,36-45,2-3 yrs,5K-8K,2.5
11320,34,Male,Married,Research & Development,Laboratory Technician,3,3,Life Sciences,7,Travel_Rarely,10779,11,1,No,14,12,9,8,12,8,5,3,4,3,4,3,1,No,0,26-35,10+ yrs,8K-12K,2.75
10653,28,Female,Single,Human Resources,HR Business Partner,3,2,Medical,20,Travel_Rarely,9706,11,0,No,9,4,4,1,2,0,1,4,3,2,4,3,1,No,0,26-35,4-6 yrs,8K-12K,2.5
10071,38,Male,Single,Research & Development,Laboratory Technician,1,4,Technical Degree,9,Travel_Rarely,4300,11,2,No,19,2,2,2,0,4,6,3,3,4,2,4,4,No,0,36-45,2-3 yrs,3K-5K,3.5
10611,34,Male,Married,Research & Development,Manager,1,2,Life Sciences,11,Non-Travel,5830,14,0,No,10,4,4,3,2,3,4,3,4,4,4,1,4,Yes,1,26-35,4-6 yrs,5K-8K,3.25
11175,44,Male,Married,Research & Development,Healthcare Representative,1,3,Life Sciences,4,Travel_Rarely,5801,23,2,No,26,26,25,15,25,2,0,3,3,3,2,3,1,No,0,36-45,10+ yrs,5K-8K,2.25
11606,40,Male,Married,Research & Development,Manager,2,2,Technical Degree,6,Travel_Rarely,8504,15,1,No,17,10,7,1,10,5,5,3,3,2,3,3,4,No,0,36-45,7-10 yrs,8K-12K,3.0
11557,38,Male,Married,Sales,Sales Representative,4,3,Medical,20,Travel_Rarely,14861,11,1,No,17,10,9,2,7,0,0,3,2,2,2,3,3,No,0,36-45,7-10 yrs,12K+,2.5
11625,19,Female,Single,Sales,Sales Representative,1,3,Medical,1,Travel_Rarely,4626,13,2,No,0,0,0,0,0,2,3,3,2,4,1,2,4,Yes,1,18-25,0-1 yrs,3K-5K,2.75
10411,55,Female,Married,Human Resources,Manager,2,4,Life Sciences,13,Travel_Rarely,9176,11,2,Yes,35,28,27,13,26,1,1,3,3,3,2,3,4,Yes,1,46-55,10+ yrs,8K-12K,3.0
11541,25,Female,Married,Research & Development,Research Director,1,3,Life Sciences,1,Non-Travel,3352,11,3,Yes,5,5,4,5,3,4,1,3,3,1,4,2,3,Yes,1,18-25,4-6 yrs,3K-5K,2.5
11152,36,Male,Married,Research & Development,Manufacturing Director,1,5,Life Sciences,3,Travel_Frequently,6966,12,0,Yes,14,6,3,6,5,0,0,3,3,4,2,4,4,No,0,36-45,4-6 yrs,5K-8K,3.5
10339,38,Female,Divorced,Research & Development,Research Scientist,1,3,Life Sciences,2,Travel_Rarely,7336,16,0,No,17,16,13,10,14,6,1,3,2,1,4,2,2,No,0,36-45,10+ yrs,5K-8K,2.25
11026,41,Female,Married,Research & Development,Healthcare Representative,1,4,Medical,14,Travel_Frequently,7794,20,1,No,17,8,7,2,6,9,2,3,3,1,2,1,4,Yes,1,36-45,7-10 yrs,5K-8K,2.0
10044,41,Male,Married,Research & Development,Research Scientist,1,3,Life Sciences,18,Travel_Rarely,6339,18,1,No,17,8,7,8,6,7,1,4,3,4,3,3,4,No,0,36-45,7-10 yrs,5K-8K,3.5
10540,41,Male,Single,Sales,Sales Executive,2,2,Medical,16,Travel_Rarely,9253,13,0,No,19,6,3,5,5,5,6,3,2,3,2,3,4,Yes,1,36-45,4-6 yrs,8K-12K,3.0
10602,30,Male,Married,Sales,Manager,1,3,Medical,7,Travel_Rarely,6143,21,2,No,11,0,0,0,0,9,2,3,3,3,3,4,2,No,0,26-35,0-1 yrs,5K-8K,3.0
11333,47,Female,Single,Sales,Sales Executive,1,2,Life Sciences,4,Travel_Rarely,8052,15,0,No,28,27,24,10,25,6,6,3,3,3,3,2,4,No,0,46-55,10+ yrs,8K-12K,3.0
10966,59,Male,Divorced,Research & Development,Manager,5,2,Medical,2,Travel_Rarely,16832,11,1,Yes,40,6,6,5,6,7,6,3,3,1,1,4,2,Yes,1,56-65,4-6 yrs,12K+,2.0
11502,33,Female,Married,Sales,Sales Representative,1,3,Life Sciences,9,Travel_Frequently,6367,14,0,Yes,10,1,0,1,0,1,4,3,3,1,1,4,2,No,0,26-35,0-1 yrs,5K-8K,2.0
10172,44,Male,Single,Research & Development,Healthcare Representative,3,2,Life Sciences,9,Travel_Frequently,12103,15,1,No,21,5,2,2,3,6,4,3,3,3,1,3,2,No,0,36-45,4-6 yrs,12K+,2.25
10418,32,Male,Single,Research & Development,Research Director,3,1,Medical,15,Travel_Rarely,10786,15,0,No,14,10,9,2,10,8,3,3,3,3,1,4,1,Yes,1,26-35,7-10 yrs,8K-12K,2.25
10838,42,Male,Single,Research & Development,Research Scientist,1,4,Medical,8,Travel_Rarely,8185,20,1,No,24,11,8,5,8,1,5,3,3,2,3,1,1,Yes,1,36-45,10+ yrs,8K-12K,1.75
11572,42,Male,Single,Research & Development,Manager,2,4,Technical Degree,21,Travel_Rarely,7845,16,1,No,20,19,18,8,17,4,4,4,3,4,4,4,2,No,0,36-45,10+ yrs,5K-8K,3.5
10807,33,Female,Married,Research & Development,Manufacturing Director,3,4,Technical Degree,1,Travel_Rarely,11659,12,0,No,12,4,2,0,4,1,0,3,3,3,1,3,1,Yes,1,26-35,4-6 yrs,8K-12K,2.0
10883,38,Female,Married,Research & Development,Manager,1,4,Marketing,5,Travel_Rarely,8115,13,0,No,18,9,7,9,8,1,6,3,3,4,3,4,1,No,0,36-45,7-10 yrs,8K-12K,3.0
11636,44,Female,Divorced,Research & Development,Laboratory Technician,1,3,Life Sciences,10,Travel_Rarely,5537,11,1,No,22,0,0,0,0,6,5,4,3,2,4,3,1,No,0,36-45,0-1 yrs,5K-8K,2.5
10424,40,Female,Single,Sales,Sales Executive,2,4,Human Resources,8,Travel_Rarely,6847,16,0,No,17,7,6,1,7,7,5,3,4,4,3,3,3,No,0,36-45,7-10 yrs,5K-8K,3.25
10728,44,Male,Divorced,Research & Development,Research Scientist,1,4,Life Sciences,3,Travel_Frequently,7523,11,0,No,20,6,4,3,3,5,6,4,1,3,4,1,3,No,0,36-45,4-6 yrs,5K-8K,2.75
10968,36,Male,Single,Human Resources,Manager,5,2,Technical Degree,1,Travel_Rarely,13730,15,0,No,12,7,7,2,7,0,2,4,3,3,3,3,2,No,0,36-45,7-10 yrs,12K+,2.75
11340,48,Female,Married,Sales,Sales Representative,1,3,Other,15,Travel_Frequently,6305,18,0,Yes,25,5,2,4,5,9,5,3,4,3,4,2,4,No,0,46-55,4-6 yrs,5K-8K,3.25
10377,35,Male,Single,Research & Development,Manufacturing Director,1,4,Technical Degree,18,Travel_Rarely,6730,18,1,No,17,7,7,2,7,8,4,3,3,4,2,2,1,No,0,26-35,7-10 yrs,5K-8K,2.25
10525,33,Male,Married,Research & Development,Healthcare Representative,2,3,Life Sciences,12,Travel_Rarely,7206,19,1,No,14,12,9,6,12,4,4,3,3,1,3,2,2,No,0,26-35,10+ yrs,5K-8K,2.0
11560,33,Male,Divorced,Sales,Sales Representative,2,4,Human Resources,25,Travel_Rarely,7900,14,1,Yes,13,10,10,3,10,7,0,4,3,3,4,3,2,No,0,26-35,7-10 yrs,5K-8K,3.0
10439,37,Male,Single,Sales,Sales Executive,3,4,Medical,5,Travel_Rarely,10592,17,1,No,13,5,4,3,2,9,5,4,3,3,1,3,1,No,0,36-45,4-6 yrs,8K-12K,2.0
11444,34,Male,Married,Research & Development,Research Director,2,3,Human Resources,7,Travel_Rarely,7667,21,2,No,11,8,8,7,6,5,4,3,2,3,3,3,1,No,0,26-35,7-10 yrs,5K-8K,2.5
10151,46,Male,Married,Research & Development,Manager,1,2,Technical Degree,1,Non-Travel,5976,15,0,No,28,13,13,2,11,7,2,3,4,3,4,2,2,No,0,46-55,10+ yrs,5K-8K,2.75
10718,35,Male,Divorced,Research & Development,Manufacturing Director,4,4,Life Sciences,14,Travel_Rarely,8378,11,1,No,16,10,10,7,10,2,6,3,3,4,3,3,4,Yes,1,26-35,7-10 yrs,8K-12K,3.5
11534,30,Male,Married,Research & Development,Manufacturing Director,2,3,Medical,2,Travel_Rarely,7050,17,1,Yes,10,6,6,0,3,0,3,3,3,4,2,4,1,No,0,26-35,4-6 yrs,5K-8K,2.75
10982,47,Male,Divorced,Research & Development,Healthcare Representative,1,3,Medical,8,Travel_Rarely,8688,18,1,No,26,16,16,7,16,2,2,3,3,1,4,3,4,No,0,46-55,10+ yrs,8K-12K,3.0
10955,32,Female,Married,Research & Development,Manufacturing Director,2,4,Human Resources,16,Travel_Rarely,6970,22,1,No,9,3,0,1,0,4,4,3,1,3,1,4,3,No,0,26-35,2-3 yrs,5K-8K,2.75
11508,30,Female,Single,Research & Development,Manager,1,4,Marketing,8,Travel_Rarely,5158,15,1,No,12,0,0,0,0,9,5,3,2,4,3,3,1,No,0,26-35,0-1 yrs,5K-8K,2.75
10144,52,Female,Married,Research & Development,Research Scientist,2,4,Life Sciences,5,Travel_Rarely,9736,13,1,Yes,30,3,2,2,2,5,4,4,1,4,1,3,3,No,0,46-55,2-3 yrs,8K-12K,2.75
10527,56,Female,Single,Research & Development,Manufacturing Director,1,5,Other,1,Travel_Frequently,6529,12,0,No,33,21,19,15,21,8,2,4,2,1,1,2,2,No,0,56-65,10+ yrs,5K-8K,1.5
10584,48,Male,Divorced,Sales,Sales Executive,1,2,Life Sciences,1,Travel_Rarely,6739,12,1,No,26,14,11,1,14,7,2,3,3,4,2,3,1,No,0,46-55,10+ yrs,5K-8K,2.5
10976,47,Female,Divorced,Sales,Sales Representative,2,5,Life Sciences,17,Travel_Rarely,9028,19,0,No,28,7,6,4,7,4,4,3,3,3,3,3,2,No,0,46-55,7-10 yrs,8K-12K,2.75
10567,33,Male,Married,Sales,Manager,5,3,Marketing,8,Travel_Frequently,15764,14,0,Yes,15,14,14,9,12,2,0,3,3,1,4,2,2,Yes,1,26-35,10+ yrs,12K+,2.25
11233,37,Male,Married,Research & Development,Healthcare Representative,2,1,Technical Degree,1,Travel_Rarely,8919,12,1,No,17,4,2,2,3,6,2,3,4,2,4,4,3,No,0,36-45,4-6 yrs,8K-12K,3.25
10441,28,Female,Divorced,Research & Development,Research Director,5,4,Technical Degree,1,Travel_Rarely,14774,14,0,No,10,4,1,4,3,5,0,3,3,4,3,3,3,No,0,26-35,4-6 yrs,12K+,3.25
11156,33,Male,Divorced,Research & Development,Research Director,5,4,Life Sciences,8,Travel_Rarely,14149,12,0,No,15,5,3,3,2,9,4,3,3,3,4,2,4,Yes,1,26-35,4-6 yrs,12K+,3.25
10175,30,Male,Divorced,Research & Development,Research Scientist,1,2,Technical Degree,2,Travel_Rarely,5843,16,2,No,11,3,3,2,3,6,2,3,2,4,1,3,4,No,0,26-35,2-3 yrs,5K-8K,3.0
11295,47,Male,Married,Sales,Sales Executive,1,4,Life Sciences,4,Travel_Frequently,7867,11,0,Yes,25,5,2,4,5,3,5,3,3,4,1,2,2,No,0,46-55,4-6 yrs,5K-8K,2.25
11417,38,Male,Married,Research & Development,Manufacturing Director,3,3,Life Sciences,6,Travel_Rarely,10407,13,0,No,19,10,7,0,8,3,5,3,3,3,2,3,3,No,0,36-45,7-10 yrs,8K-12K,2.75
10124,27,Female,Divorced,Sales,Sales Representative,2,2,Life Sciences,5,Travel_Rarely,7962,14,1,No,6,6,4,0,5,9,2,4,2,4,2,3,4,No,0,26-35,4-6 yrs,5K-8K,3.25
10139,40,Male,Single,Research & Development,Research Director,2,3,Human Resources,2,Travel_Rarely,9321,15,3,No,20,7,6,6,5,8,2,3,1,4,1,3,3,Yes,1,36-45,7-10 yrs,8K-12K,2.75
10880,51,Male,Divorced,Research & Development,Research Scientist,2,4,Other,2,Travel_Rarely,9188,13,0,No,27,14,12,3,14,6,6,4,3,3,2,3,4,No,0,46-55,10+ yrs,8K-12K,3.0
11076,45,Male,Married,Research & Development,Manager,2,4,Other,5,Travel_Rarely,10113,24,0,Yes,25,17,14,11,16,0,5,3,4,4,4,3,4,Yes,1,36-45,10+ yrs,8K-12K,3.75
10733,40,Male,Divorced,Human Resources,Manager,2,4,Medical,2,Travel_Frequently,8277,19,1,No,18,6,6,5,3,0,2,3,3,2,3,3,4,No,0,36-45,4-6 yrs,8K-12K,3.0
